2022-10-19 09:44:00.268 [main] INFO  com.xzkj.smsService.SmsApplication - Starting SmsApplication on localhost with PID 1193 (/Users/yoca-391/Desktop/works/csp_5G/service/service_sms/target/classes started by yoca-391 in /Users/yoca-391/Desktop/works/csp_5G)
	at org.apache.tomcat.util.net.SocketProcessorBase.run(SocketProcessorBase.java:49)
	at java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1149)
	at java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:624)
	at org.apache.tomcat.util.threads.TaskThread$WrappingRunnable.run(TaskThread.java:61)
	at java.lang.Thread.run(Thread.java:750)
2022-10-19 11:09:34.746 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#1-1] INFO  c.x.a.rabbitMQ.listening.MsgCustomerListen - 消费该2d11a9342ade491c9c419e4be53607a9消息失败，重回队列
2022-10-19 11:09:34.767 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#1-50] INFO  c.x.a.rabbitMQ.listening.MsgCustomerListen - 线程名称：org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#1-50客户端接收时间：1666148974767
2022-10-19 11:09:34.768 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#1-50] INFO  c.x.a.rabbitMQ.listening.MsgCustomerListen - deliveryTag：
2022-10-19 11:09:34.769 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#1-50] INFO  c.x.a.rabbitMQ.listening.MsgCustomerListen - DirectReceiver消费者收到消息  : TextMsgModel{serverRoot='localhost:8888', apiVersion='v1', chatbotURI='sip%3A12599%40botplatform.rcs.chinamobile.com', callbackURL='null', cspid='test12345', csptoken='ff556388699c84a4ae73bc719eda6480c0d8290c575f297d7f65dad8f9c6804f', messageId='null', authorization='null', address='00000', destinationAddress=[], senderAddress='null', contentType='application/xml', conversationID='null', contributionID='null', capabilityId='null', version='null', bodyText='null', tid='null', fileURL='null', reportRequest=[], clientCorrelator='null', shortMessageSupported='null', storeSupported='null', multimediaMessageSupported='null', Date='null', map={senderAddress=sip%3A12599%40botplatform.rcs.chinamobile.com, destinationAddress=18756232770,18756232771,18756232772,18756232773, bodyText=Hello world, reportRequest=Delivered,Failed,Interworking, capabilityId=ChatbotSA, version=+g.gsma.rcs.botversion=&quot;#=1&quot;, contentType=text/plain, clientCorrelator=567895}, notify={}, fileInfos=[], callingAddress='null'}
2022-10-19 11:09:34.769 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#1-50] INFO  c.x.a.rabbitMQ.listening.MsgCustomerListen - 消费主题来自：SendDirectQueue
2022-10-19 11:09:34.770 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#1-50] INFO  c.xzkj.accessService.service.impl.SendServiceImpl - 消费开始时间：1666148974770
2022-10-19 11:09:34.770 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#1-50] INFO  c.xzkj.accessService.service.impl.SendServiceImpl - 消费者线程： org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#1-50
2022-10-19 11:09:34.895 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#1-50] INFO  c.x.a.rabbitMQ.listening.MsgCustomerListen - 消费该2d11a9342ade491c9c419e4be53607a9消息失败，重回队列
2022-10-19 11:09:34.915 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#1-49] INFO  c.x.a.rabbitMQ.listening.MsgCustomerListen - 线程名称：org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#1-49客户端接收时间：1666148974915
2022-10-19 11:09:34.916 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#1-49] INFO  c.x.a.rabbitMQ.listening.MsgCustomerListen - deliveryTag：
2022-10-19 11:09:34.916 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#1-49] INFO  c.x.a.rabbitMQ.listening.MsgCustomerListen - DirectReceiver消费者收到消息  : TextMsgModel{serverRoot='localhost:8888', apiVersion='v1', chatbotURI='sip%3A12599%40botplatform.rcs.chinamobile.com', callbackURL='null', cspid='test12345', csptoken='ff556388699c84a4ae73bc719eda6480c0d8290c575f297d7f65dad8f9c6804f', messageId='null', authorization='null', address='00000', destinationAddress=[], senderAddress='null', contentType='application/xml', conversationID='null', contributionID='null', capabilityId='null', version='null', bodyText='null', tid='null', fileURL='null', reportRequest=[], clientCorrelator='null', shortMessageSupported='null', storeSupported='null', multimediaMessageSupported='null', Date='null', map={senderAddress=sip%3A12599%40botplatform.rcs.chinamobile.com, destinationAddress=18756232770,18756232771,18756232772,18756232773, bodyText=Hello world, reportRequest=Delivered,Failed,Interworking, capabilityId=ChatbotSA, version=+g.gsma.rcs.botversion=&quot;#=1&quot;, contentType=text/plain, clientCorrelator=567895}, notify={}, fileInfos=[], callingAddress='null'}
2022-10-19 11:09:34.917 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#1-49] INFO  c.x.a.rabbitMQ.listening.MsgCustomerListen - 消费主题来自：SendDirectQueue
2022-10-19 11:09:34.917 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#1-49] INFO  c.xzkj.accessService.service.impl.SendServiceImpl - 消费开始时间：1666148974917
2022-10-19 11:09:34.917 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#1-49] INFO  c.xzkj.accessService.service.impl.SendServiceImpl - 消费者线程： org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#1-49
2022-10-19 11:09:35.057 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#1-49] INFO  c.x.a.rabbitMQ.listening.MsgCustomerListen - 消费该2d11a9342ade491c9c419e4be53607a9消息失败，重回队列
2022-10-19 11:09:36.075 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#1-49] INFO  o.s.a.r.listener.SimpleMessageListenerContainer - Restarting Consumer@57f83c82: tags=[[amq.ctag-tsv1f4xUZ9k94JtQC3UnAw]], channel=Cached Rabbit Channel: PublisherCallbackChannelImpl: AMQChannel(amqp://admin@82.157.251.233:5672/,53), conn: Proxy@593354fa Shared Rabbit Connection: SimpleConnection@2570851e [delegate=amqp://admin@82.157.251.233:5672/, localPort= 50726], acknowledgeMode=MANUAL local queue size=0
2022-10-19 11:11:04.374 [http-nio-8888-exec-7] INFO  c.x.a.controller.gateway.SendMsgGateWayApi - 网关线程名称http-nio-8888-exec-7
2022-10-19 11:11:04.389 [http-nio-8888-exec-7] INFO  c.x.a.controller.gateway.SendMsgGateWayApi - 生产耗时: 14
2022-10-19 11:11:04.390 [http-nio-8888-exec-7] INFO  c.x.a.controller.gateway.SendMsgGateWayApi - 接受到响应耗时：15毫秒
2022-10-19 11:11:04.390 [sendAsync-2] INFO  com.xzkj.accessService.utils.AsyncUtils - 异步线程： sendAsync-2发送到客户端时间: 1666149064390
2022-10-19 11:11:04.451 [rabbitConnectionFactory3] INFO  com.xzkj.accessService.rabbitMQ.conf.RabbitConfig - 确认消息到服务端时间：1666149064451
2022-10-19 11:11:04.452 [rabbitConnectionFactory3] INFO  com.xzkj.accessService.rabbitMQ.conf.RabbitConfig - ConfirmCallback:     相关数据：null
2022-10-19 11:11:04.452 [rabbitConnectionFactory3] INFO  com.xzkj.accessService.rabbitMQ.conf.RabbitConfig - ConfirmCallback:     确认情况：true
2022-10-19 11:11:04.452 [rabbitConnectionFactory3] INFO  com.xzkj.accessService.rabbitMQ.conf.RabbitConfig - ConfirmCallback:     原因：null
2022-10-19 11:11:04.452 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#1-48] INFO  c.x.a.rabbitMQ.listening.MsgCustomerListen - 线程名称：org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#1-48客户端接收时间：1666149064452
2022-10-19 11:11:04.453 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#1-48] INFO  c.x.a.rabbitMQ.listening.MsgCustomerListen - deliveryTag：
2022-10-19 11:11:04.454 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#1-48] INFO  c.x.a.rabbitMQ.listening.MsgCustomerListen - DirectReceiver消费者收到消息  : TextMsgModel{serverRoot='localhost:8888', apiVersion='v1', chatbotURI='sip%3A12599%40botplatform.rcs.chinamobile.com', callbackURL='null', cspid='test12345', csptoken='ff556388699c84a4ae73bc719eda6480c0d8290c575f297d7f65dad8f9c6804f', messageId='null', authorization='null', address='00000', destinationAddress=[], senderAddress='null', contentType='application/xml', conversationID='null', contributionID='null', capabilityId='null', version='null', bodyText='null', tid='null', fileURL='null', reportRequest=[], clientCorrelator='null', shortMessageSupported='null', storeSupported='null', multimediaMessageSupported='null', Date='null', map={senderAddress=sip%3A12599%40botplatform.rcs.chinamobile.com, destinationAddress=18756232770,18756232771,18756232772,18756232773, bodyText=Hello world, reportRequest=Delivered,Failed,Interworking, capabilityId=ChatbotSA, version=+g.gsma.rcs.botversion=&quot;#=1&quot;, contentType=text/plain, clientCorrelator=567895}, notify={}, fileInfos=[], callingAddress='null'}
2022-10-19 11:11:04.454 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#1-48] INFO  c.x.a.rabbitMQ.listening.MsgCustomerListen - 消费主题来自：SendDirectQueue
2022-10-19 11:11:04.454 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#1-48] INFO  c.xzkj.accessService.service.impl.SendServiceImpl - 消费开始时间：1666149064454
2022-10-19 11:11:04.454 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#1-48] INFO  c.xzkj.accessService.service.impl.SendServiceImpl - 消费者线程： org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#1-48
2022-10-19 11:11:04.528 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#1-48] INFO  c.x.a.rabbitMQ.listening.MsgCustomerListen - 消费该85c7f48cc0d24b8f8705d4dbe60d0ac8消息失败，重回队列
2022-10-19 11:11:04.538 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#1-47] INFO  c.x.a.rabbitMQ.listening.MsgCustomerListen - 线程名称：org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#1-47客户端接收时间：1666149064538
2022-10-19 11:11:04.539 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#1-47] INFO  c.x.a.rabbitMQ.listening.MsgCustomerListen - deliveryTag：
2022-10-19 11:11:04.540 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#1-47] INFO  c.x.a.rabbitMQ.listening.MsgCustomerListen - DirectReceiver消费者收到消息  : TextMsgModel{serverRoot='localhost:8888', apiVersion='v1', chatbotURI='sip%3A12599%40botplatform.rcs.chinamobile.com', callbackURL='null', cspid='test12345', csptoken='ff556388699c84a4ae73bc719eda6480c0d8290c575f297d7f65dad8f9c6804f', messageId='null', authorization='null', address='00000', destinationAddress=[], senderAddress='null', contentType='application/xml', conversationID='null', contributionID='null', capabilityId='null', version='null', bodyText='null', tid='null', fileURL='null', reportRequest=[], clientCorrelator='null', shortMessageSupported='null', storeSupported='null', multimediaMessageSupported='null', Date='null', map={senderAddress=sip%3A12599%40botplatform.rcs.chinamobile.com, destinationAddress=18756232770,18756232771,18756232772,18756232773, bodyText=Hello world, reportRequest=Delivered,Failed,Interworking, capabilityId=ChatbotSA, version=+g.gsma.rcs.botversion=&quot;#=1&quot;, contentType=text/plain, clientCorrelator=567895}, notify={}, fileInfos=[], callingAddress='null'}
2022-10-19 11:11:04.540 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#1-47] INFO  c.x.a.rabbitMQ.listening.MsgCustomerListen - 消费主题来自：SendDirectQueue
2022-10-19 11:11:04.541 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#1-47] INFO  c.xzkj.accessService.service.impl.SendServiceImpl - 消费开始时间：1666149064541
2022-10-19 11:11:04.541 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#1-47] INFO  c.xzkj.accessService.service.impl.SendServiceImpl - 消费者线程： org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#1-47
2022-10-19 11:11:04.604 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#1-47] INFO  c.x.a.rabbitMQ.listening.MsgCustomerListen - 消费该85c7f48cc0d24b8f8705d4dbe60d0ac8消息失败，重回队列
2022-10-19 11:11:04.616 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#1-46] INFO  c.x.a.rabbitMQ.listening.MsgCustomerListen - 线程名称：org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#1-46客户端接收时间：1666149064616
2022-10-19 11:11:04.618 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#1-46] INFO  c.x.a.rabbitMQ.listening.MsgCustomerListen - deliveryTag：
2022-10-19 11:11:04.619 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#1-46] INFO  c.x.a.rabbitMQ.listening.MsgCustomerListen - DirectReceiver消费者收到消息  : TextMsgModel{serverRoot='localhost:8888', apiVersion='v1', chatbotURI='sip%3A12599%40botplatform.rcs.chinamobile.com', callbackURL='null', cspid='test12345', csptoken='ff556388699c84a4ae73bc719eda6480c0d8290c575f297d7f65dad8f9c6804f', messageId='null', authorization='null', address='00000', destinationAddress=[], senderAddress='null', contentType='application/xml', conversationID='null', contributionID='null', capabilityId='null', version='null', bodyText='null', tid='null', fileURL='null', reportRequest=[], clientCorrelator='null', shortMessageSupported='null', storeSupported='null', multimediaMessageSupported='null', Date='null', map={senderAddress=sip%3A12599%40botplatform.rcs.chinamobile.com, destinationAddress=18756232770,18756232771,18756232772,18756232773, bodyText=Hello world, reportRequest=Delivered,Failed,Interworking, capabilityId=ChatbotSA, version=+g.gsma.rcs.botversion=&quot;#=1&quot;, contentType=text/plain, clientCorrelator=567895}, notify={}, fileInfos=[], callingAddress='null'}
2022-10-19 11:11:04.620 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#1-46] INFO  c.x.a.rabbitMQ.listening.MsgCustomerListen - 消费主题来自：SendDirectQueue
2022-10-19 11:11:04.620 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#1-46] INFO  c.xzkj.accessService.service.impl.SendServiceImpl - 消费开始时间：1666149064620
2022-10-19 11:11:04.621 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#1-46] INFO  c.xzkj.accessService.service.impl.SendServiceImpl - 消费者线程： org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#1-46
2022-10-19 11:11:04.692 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#1-46] INFO  c.x.a.rabbitMQ.listening.MsgCustomerListen - 消费该85c7f48cc0d24b8f8705d4dbe60d0ac8消息失败，重回队列
2022-10-19 11:11:05.699 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#1-46] INFO  o.s.a.r.listener.SimpleMessageListenerContainer - Restarting Consumer@4ddb9a8: tags=[[amq.ctag-v03XjDMXcJ2LSkbK5qNVMw]], channel=Cached Rabbit Channel: PublisherCallbackChannelImpl: AMQChannel(amqp://admin@82.157.251.233:5672/,56), conn: Proxy@593354fa Shared Rabbit Connection: SimpleConnection@2570851e [delegate=amqp://admin@82.157.251.233:5672/, localPort= 50726], acknowledgeMode=MANUAL local queue size=0
2022-10-19 11:11:39.900 [SpringContextShutdownHook] INFO  o.s.a.r.listener.SimpleMessageListenerContainer - Waiting for workers to finish.
2022-10-19 11:11:39.926 [SpringContextShutdownHook] INFO  o.s.a.r.listener.SimpleMessageListenerContainer - Successfully waited for workers to finish.
2022-10-19 11:11:40.959 [SpringContextShutdownHook] INFO  o.s.a.r.listener.SimpleMessageListenerContainer - Waiting for workers to finish.
2022-10-19 11:11:40.969 [SpringContextShutdownHook] INFO  o.s.a.r.listener.SimpleMessageListenerContainer - Successfully waited for workers to finish.
2022-10-19 11:11:42.112 [SpringContextShutdownHook] INFO  o.s.a.r.listener.SimpleMessageListenerContainer - Waiting for workers to finish.
2022-10-19 11:11:42.121 [SpringContextShutdownHook] INFO  o.s.a.r.listener.SimpleMessageListenerContainer - Successfully waited for workers to finish.
2022-10-19 11:11:42.961 [SpringContextShutdownHook] INFO  o.s.a.r.listener.SimpleMessageListenerContainer - Waiting for workers to finish.
2022-10-19 11:11:42.970 [SpringContextShutdownHook] INFO  o.s.a.r.listener.SimpleMessageListenerContainer - Successfully waited for workers to finish.
2022-10-19 11:11:42.978 [SpringContextShutdownHook] INFO  o.s.a.r.listener.SimpleMessageListenerContainer - Shutdown ignored - container is not active already
2022-10-19 11:11:42.978 [SpringContextShutdownHook] INFO  o.s.a.r.listener.SimpleMessageListenerContainer - Shutdown ignored - container is not active already
2022-10-19 11:11:42.978 [SpringContextShutdownHook] INFO  o.s.a.r.listener.SimpleMessageListenerContainer - Shutdown ignored - container is not active already
2022-10-19 11:11:42.979 [SpringContextShutdownHook] INFO  o.s.a.r.listener.SimpleMessageListenerContainer - Shutdown ignored - container is not active already
2022-10-19 11:11:42.982 [SpringContextShutdownHook] INFO  o.s.scheduling.concurrent.ThreadPoolTaskExecutor - Shutting down ExecutorService 'sendPoolTaskExecutor'
2022-10-19 11:11:42.982 [SpringContextShutdownHook] INFO  o.s.scheduling.concurrent.ThreadPoolTaskExecutor - Shutting down ExecutorService 'asyncPoolTaskExecutor'
2022-10-19 11:11:43.185 [SpringContextShutdownHook] INFO  o.s.scheduling.concurrent.ThreadPoolTaskExecutor - Shutting down ExecutorService 'TaskExecutor'
2022-10-19 12:33:22.863 [main] INFO  com.xzkj.smsService.SmsApplication - Starting SmsApplication on bogon with PID 2467 (/Users/yoca-391/Desktop/works/csp_5G/service/service_sms/target/classes started by yoca-391 in /Users/yoca-391/Desktop/works/csp_5G)
2022-10-19 12:33:22.872 [main] INFO  com.xzkj.smsService.SmsApplication - The following profiles are active: dev
2022-10-19 12:33:25.678 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Multiple Spring Data modules found, entering strict repository configuration mode!
2022-10-19 12:33:25.686 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Bootstrapping Spring Data repositories in DEFAULT mode.
2022-10-19 12:33:25.761 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 21ms. Found 0 repository interfaces.
2022-10-19 12:33:27.090 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.transaction.annotation.ProxyTransactionManagementConfiguration' of type [org.springframework.transaction.annotation.ProxyTransactionManagementConfiguration] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2022-10-19 12:33:28.919 [main] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat initialized with port(s): 8081 (http)
2022-10-19 12:33:28.951 [main] INFO  org.apache.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8081"]
2022-10-19 12:33:28.953 [main] INFO  org.apache.catalina.core.StandardService - Starting service [Tomcat]
2022-10-19 12:33:28.954 [main] INFO  org.apache.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/9.0.27]
2022-10-19 12:33:29.224 [main] INFO  o.a.c.c.ContainerBase.[Tomcat].[localhost].[/base] - Initializing Spring embedded WebApplicationContext
2022-10-19 12:33:29.225 [main] INFO  org.springframework.web.context.ContextLoader - Root WebApplicationContext: initialization completed in 6178 ms
2022-10-19 12:33:30.058 [main] INFO  o.s.scheduling.concurrent.ThreadPoolTaskExecutor - Initializing ExecutorService 'applicationTaskExecutor'
2022-10-19 12:33:30.679 [main] INFO  c.a.d.s.b.a.DruidDataSourceAutoConfigure - Init DruidDataSource
2022-10-19 12:33:30.839 [main] INFO  o.s.scheduling.concurrent.ThreadPoolTaskExecutor - Shutting down ExecutorService 'applicationTaskExecutor'
2022-10-19 12:33:30.851 [main] INFO  org.apache.catalina.core.StandardService - Stopping service [Tomcat]
2022-10-19 12:33:30.954 [main] INFO  o.s.b.a.l.ConditionEvaluationReportLoggingListener - 

Error starting ApplicationContext. To display the conditions report re-run your application with 'debug' enabled.
2022-10-19 12:34:15.590 [main] INFO  com.xzkj.smsService.SmsApplication - The following profiles are active: dev
2022-10-19 12:34:16.938 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Multiple Spring Data modules found, entering strict repository configuration mode!
2022-10-19 12:34:16.946 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Bootstrapping Spring Data repositories in DEFAULT mode.
2022-10-19 12:34:17.019 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 26ms. Found 0 repository interfaces.
2022-10-19 12:34:17.578 [main] INFO  o.springframework.cloud.context.scope.GenericScope - BeanFactory id=236ea4c2-b49d-361a-8dd2-ee5f1e308fd2
2022-10-19 12:34:18.138 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.transaction.annotation.ProxyTransactionManagementConfiguration' of type [org.springframework.transaction.annotation.ProxyTransactionManagementConfiguration] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2022-10-19 12:34:18.425 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.cloud.autoconfigure.ConfigurationPropertiesRebinderAutoConfiguration' of type [org.springframework.cloud.autoconfigure.ConfigurationPropertiesRebinderAutoConfiguration] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2022-10-19 12:34:19.212 [main] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat initialized with port(s): 8081 (http)
2022-10-19 12:34:19.237 [main] INFO  org.apache.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8081"]
2022-10-19 12:34:19.239 [main] INFO  org.apache.catalina.core.StandardService - Starting service [Tomcat]
2022-10-19 12:34:19.240 [main] INFO  org.apache.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/9.0.27]
2022-10-19 12:34:19.460 [main] INFO  o.a.c.c.ContainerBase.[Tomcat].[localhost].[/base] - Initializing Spring embedded WebApplicationContext
2022-10-19 12:34:19.462 [main] INFO  org.springframework.web.context.ContextLoader - Root WebApplicationContext: initialization completed in 3832 ms
2022-10-19 12:34:20.113 [main] INFO  com.alibaba.druid.pool.DruidDataSource - {dataSource-1} inited
2022-10-19 12:34:27.253 [main] INFO  com.netflix.config.sources.URLConfigurationSource - To enable URLs as dynamic configuration sources, define System property archaius.configurationSource.additionalUrls or make config.properties available on classpath.
2022-10-19 12:34:27.263 [main] INFO  com.netflix.config.sources.URLConfigurationSource - To enable URLs as dynamic configuration sources, define System property archaius.configurationSource.additionalUrls or make config.properties available on classpath.
2022-10-19 12:34:27.657 [main] INFO  o.s.scheduling.concurrent.ThreadPoolTaskExecutor - Initializing ExecutorService 'applicationTaskExecutor'
2022-10-19 12:34:28.874 [main] INFO  o.s.scheduling.concurrent.ThreadPoolTaskScheduler - Initializing ExecutorService
2022-10-19 12:34:29.315 [main] INFO  org.apache.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8081"]
2022-10-19 12:34:29.367 [main] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat started on port(s): 8081 (http) with context path '/base'
2022-10-19 12:34:30.023 [main] INFO  com.xzkj.smsService.SmsApplication - Started SmsApplication in 16.394 seconds (JVM running for 28.744)
2022-10-19 12:41:37.328 [SpringContextShutdownHook] INFO  o.s.c.alibaba.nacos.registry.NacosServiceRegistry - De-registering from Nacos Server now...
2022-10-19 12:41:37.332 [SpringContextShutdownHook] INFO  o.s.c.alibaba.nacos.registry.NacosServiceRegistry - De-registration finished.
2022-10-19 12:41:37.339 [SpringContextShutdownHook] INFO  o.s.scheduling.concurrent.ThreadPoolTaskExecutor - Shutting down ExecutorService 'applicationTaskExecutor'
2022-10-19 12:41:37.421 [SpringContextShutdownHook] INFO  com.alibaba.druid.pool.DruidDataSource - {dataSource-0} closing ...
2022-10-19 12:41:37.424 [SpringContextShutdownHook] INFO  com.alibaba.druid.pool.DruidDataSource - {dataSource-1} closing ...
2022-10-19 12:41:37.441 [SpringContextShutdownHook] INFO  com.alibaba.druid.pool.DruidDataSource - {dataSource-1} closed
2022-10-19 12:41:57.295 [main] INFO  com.xzkj.smsService.SmsApplication - The following profiles are active: dev
2022-10-19 12:41:58.425 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Multiple Spring Data modules found, entering strict repository configuration mode!
2022-10-19 12:41:58.430 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Bootstrapping Spring Data repositories in DEFAULT mode.
2022-10-19 12:41:58.476 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 21ms. Found 0 repository interfaces.
2022-10-19 12:41:59.102 [main] INFO  o.springframework.cloud.context.scope.GenericScope - BeanFactory id=817a3309-2244-3117-b6aa-ef38d628b5eb
2022-10-19 12:41:59.321 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.transaction.annotation.ProxyTransactionManagementConfiguration' of type [org.springframework.transaction.annotation.ProxyTransactionManagementConfiguration] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2022-10-19 12:41:59.556 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.cloud.autoconfigure.ConfigurationPropertiesRebinderAutoConfiguration' of type [org.springframework.cloud.autoconfigure.ConfigurationPropertiesRebinderAutoConfiguration] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2022-10-19 12:42:00.183 [main] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat initialized with port(s): 8081 (http)
2022-10-19 12:42:00.207 [main] INFO  org.apache.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8081"]
2022-10-19 12:42:00.209 [main] INFO  org.apache.catalina.core.StandardService - Starting service [Tomcat]
2022-10-19 12:42:00.209 [main] INFO  org.apache.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/9.0.27]
2022-10-19 12:42:00.425 [main] INFO  o.a.c.c.ContainerBase.[Tomcat].[localhost].[/base] - Initializing Spring embedded WebApplicationContext
2022-10-19 12:42:00.426 [main] INFO  org.springframework.web.context.ContextLoader - Root WebApplicationContext: initialization completed in 3098 ms
2022-10-19 12:42:01.020 [main] INFO  com.alibaba.druid.pool.DruidDataSource - {dataSource-1} inited
2022-10-19 12:42:02.313 [main] INFO  com.netflix.config.sources.URLConfigurationSource - To enable URLs as dynamic configuration sources, define System property archaius.configurationSource.additionalUrls or make config.properties available on classpath.
2022-10-19 12:42:02.320 [main] INFO  com.netflix.config.sources.URLConfigurationSource - To enable URLs as dynamic configuration sources, define System property archaius.configurationSource.additionalUrls or make config.properties available on classpath.
2022-10-19 12:42:02.674 [main] INFO  o.s.scheduling.concurrent.ThreadPoolTaskExecutor - Initializing ExecutorService 'applicationTaskExecutor'
2022-10-19 12:42:03.735 [main] INFO  o.s.scheduling.concurrent.ThreadPoolTaskScheduler - Initializing ExecutorService
2022-10-19 12:42:04.060 [main] INFO  org.apache.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8081"]
2022-10-19 12:42:04.111 [main] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat started on port(s): 8081 (http) with context path '/base'
2022-10-19 12:42:04.381 [main] INFO  o.s.c.alibaba.nacos.registry.NacosServiceRegistry - nacos registry, service-sms 172.16.11.16:8081 register finished
2022-10-19 12:42:04.388 [main] INFO  com.xzkj.smsService.SmsApplication - Started SmsApplication in 9.389 seconds (JVM running for 20.211)
2022-10-19 12:42:31.358 [SpringContextShutdownHook] INFO  o.s.c.alibaba.nacos.registry.NacosServiceRegistry - De-registering from Nacos Server now...
